,Unnamed: 0,checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,telephone,foreign_worker,job,gender,res_split1,residence_history_in mnths,employment_length_in mnths,purpose_grped,GBFlag,job_grped,credit_history_grped,Age_grped,residence_history_in mnths_grped,employment_length_in mnths_grped,savings_balance_grped,months_loan_duration_grped,checking_balance_grped
323,323,-36.0,18,repaid,furniture,2659,10331.0,3 years,4,single,none,10 months,other,28,none,own,1,0,1,,yes,skilled employee,male,10.0,10.0,36.0,furniture,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[155.0, inf)","[16, 19)","[-inf, -15.0)"
519,519,0.0,6,critical,radio/tv,700,0.0,11 years,4,single,none,20 years,unknown/none,36,none,for free,2,0,1,,yes,skilled employee,male,20.0,240.0,132.0,domestic appliance,Good,skilled employee,critical,"[34, 40)","[132.0, 240.0)","[84.0, inf)","[0.0, 1.0)","[3, 10)","[-15.0, 0.0)"
916,916,0.0,10,repaid,car (used),2848,231.0,3 years,1,single,co-applicant,5 months,real estate,32,none,own,1,0,2,,yes,skilled employee,male,5.0,5.0,36.0,Car,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[155.0, inf)","[10, 16)","[-15.0, 0.0)"
922,922,-11.0,9,repaid,radio/tv,1366,45.0,4 months,3,single,none,18 years,building society savings,22,none,rent,1,1,1,,yes,skilled employee,female,18.0,216.0,4.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[18, 24)","[132.0, 240.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[-15.0, 0.0)"
5,5,0.0,36,repaid,education,9055,0.0,2 years,2,single,none,8 years,unknown/none,35,none,for free,1,0,2,2345787903.0,yes,unskilled resident,male,8.0,96.0,24.0,education,Good,unskilled resident,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[0.0, 1.0)","[31, 37)","[-15.0, 0.0)"
731,731,-2.0,24,repaid,radio/tv,1987,43.0,2 years,2,single,none,15 years,real estate,21,none,rent,1,1,2,,yes,unskilled resident,male,15.0,180.0,24.0,domestic appliance,Bad,unskilled resident,delayed/repaid,"[18, 24)","[132.0, 240.0)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
465,465,-24.0,24,repaid,car (used),2924,37.0,3 years,3,single,guarantor,6 years,unknown/none,63,bank,own,1,0,2,2345761408.0,yes,skilled employee,male,6.0,72.0,36.0,Car,Good,skilled employee,delayed/repaid,"[53, 76)","[2.0, 132.0)","[24.0, 36.0)","[31.0, 155.0)","[19, 31)","[-inf, -15.0)"
97,97,126.0,18,repaid,business,2622,120.0,2 years,4,single,none,10 years,other,34,none,own,1,0,1,,yes,skilled employee,male,10.0,120.0,24.0,Others,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[16, 19)","[102.0, inf)"
266,266,0.0,36,critical,business,6304,0.0,8 years,4,single,none,24 years,real estate,36,none,own,2,0,1,,yes,skilled employee,male,24.0,288.0,96.0,Others,Good,skilled employee,critical,"[34, 40)","[240.0, inf)","[84.0, inf)","[0.0, 1.0)","[31, 37)","[-15.0, 0.0)"
357,357,0.0,36,delayed,radio/tv,4463,30.0,2 years,4,single,none,0 months,other,26,none,own,2,1,1,2347678106.0,yes,mangement self-employed,male,0.0,0.0,24.0,domestic appliance,Bad,Others,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[31, 37)","[-15.0, 0.0)"
868,868,0.0,36,repaid,business,7409,0.0,11 years,3,single,none,8 months,building society savings,37,none,own,2,0,1,,yes,skilled employee,male,8.0,8.0,132.0,Others,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[31, 37)","[-15.0, 0.0)"
798,798,0.0,24,delayed,car (new),717,0.0,9 years,4,married,none,24 years,other,54,none,own,2,0,1,2349683992.0,yes,skilled employee,male,24.0,288.0,108.0,Car,Good,skilled employee,delayed/repaid,"[53, 76)","[240.0, inf)","[84.0, inf)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
380,380,-23.0,20,repaid,furniture,2212,0.0,4 years,4,single,none,12 years,other,39,none,own,1,0,1,2340501963.0,yes,skilled employee,male,12.0,144.0,48.0,furniture,Good,skilled employee,delayed/repaid,"[34, 40)","[132.0, 240.0)","[36.0, 84.0)","[0.0, 1.0)","[19, 31)","[-inf, -15.0)"
631,631,-39.0,18,fully repaid this bank,furniture,1553,29.0,1 years,4,single,none,3 years,other,44,bank,own,1,1,1,,yes,skilled employee,male,3.0,36.0,12.0,furniture,Bad,skilled employee,fully repaid,"[40, 45)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[16, 19)","[-inf, -15.0)"
381,381,32.0,18,repaid,car (used),12976,29.0,,3,single,none,20 years,unknown/none,38,none,for free,1,1,1,2349193355.0,yes,mangement self-employed,female,20.0,240.0,-500.0,Car,Bad,Others,delayed/repaid,"[34, 40)","[132.0, 240.0)","[-inf, 3.0)","[1.0, 31.0)","[16, 19)","[0.0, 102.0)"
490,490,0.0,12,critical,radio/tv,1934,50.0,7 years,2,single,none,7 months,unknown/none,26,none,own,2,0,1,,yes,skilled employee,male,7.0,7.0,84.0,domestic appliance,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
118,118,-28.0,33,critical,furniture,4281,670.0,1 years,1,single,none,12 years,other,23,none,own,2,1,1,,yes,skilled employee,female,12.0,144.0,12.0,furniture,Bad,skilled employee,critical,"[18, 24)","[132.0, 240.0)","[3.0, 24.0)","[155.0, inf)","[31, 37)","[-inf, -15.0)"
900,900,-10.0,16,critical,car (new),2625,20.0,8 years,2,single,guarantor,22 years,building society savings,43,bank,rent,1,1,1,2348658599.0,yes,skilled employee,male,22.0,264.0,96.0,Car,Bad,skilled employee,critical,"[40, 45)","[240.0, inf)","[84.0, inf)","[1.0, 31.0)","[16, 19)","[-15.0, 0.0)"
250,250,-47.0,6,critical,car (new),666,8063.0,5 years,3,single,none,8 years,real estate,39,none,own,2,0,1,2345293311.0,yes,unskilled resident,female,8.0,96.0,60.0,Car,Good,unskilled resident,critical,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[3, 10)","[-inf, -15.0)"
523,523,0.0,24,repaid,car (used),3488,361.0,6 years,3,single,none,14 years,other,23,none,own,1,0,1,,yes,skilled employee,female,14.0,168.0,72.0,Car,Good,skilled employee,delayed/repaid,"[18, 24)","[132.0, 240.0)","[36.0, 84.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
9,9,13.0,30,critical,car (new),5234,52.0,,4,married,none,10 months,other,28,none,own,2,1,1,,yes,mangement self-employed,male,10.0,10.0,-500.0,Car,Bad,Others,critical,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[19, 31)","[0.0, 102.0)"
196,196,0.0,6,critical,radio/tv,1382,16.0,2 years,1,single,none,,other,28,none,own,2,0,1,2346009677.0,yes,skilled employee,female,,-500.0,24.0,domestic appliance,Good,skilled employee,critical,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[3, 10)","[-15.0, 0.0)"
603,603,0.0,36,repaid,furniture,3349,0.0,1 years,4,single,none,5 months,other,28,none,own,1,1,1,2346873155.0,yes,mangement self-employed,female,5.0,5.0,12.0,furniture,Bad,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[0.0, 1.0)","[31, 37)","[-15.0, 0.0)"
81,81,0.0,15,repaid,radio/tv,1213,701.0,19 years,4,single,none,3 years,building society savings,47,stores,own,1,0,1,2348884894.0,yes,skilled employee,male,3.0,36.0,228.0,domestic appliance,Good,skilled employee,delayed/repaid,"[45, 53)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[10, 16)","[-15.0, 0.0)"
783,783,134.0,12,repaid,car (new),836,400.0,4 months,4,single,none,3 months,building society savings,23,bank,own,1,1,1,,yes,unskilled resident,female,3.0,3.0,4.0,Car,Bad,unskilled resident,delayed/repaid,"[18, 24)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[10, 16)","[102.0, inf)"
587,587,-38.0,12,repaid,furniture,1289,92.0,1 years,4,single,guarantor,,building society savings,21,none,own,1,0,1,,yes,unskilled resident,male,,-500.0,12.0,furniture,Good,unskilled resident,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
797,797,0.0,12,critical,furniture,1258,4.0,5 months,2,single,none,17 years,building society savings,22,none,rent,2,0,1,,yes,unskilled resident,female,17.0,204.0,5.0,furniture,Good,unskilled resident,critical,"[18, 24)","[132.0, 240.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[-15.0, 0.0)"
239,239,-42.0,30,repaid,radio/tv,2522,94.0,8 years,1,single,guarantor,1 years,building society savings,39,none,own,1,0,2,,yes,skilled employee,male,1.0,12.0,96.0,domestic appliance,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[19, 31)","[-inf, -15.0)"
290,290,0.0,12,repaid,business,1076,50.0,3 years,2,married,none,4 months,real estate,26,none,own,1,0,1,2348809336.0,no,skilled employee,male,4.0,4.0,36.0,Others,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
211,211,0.0,36,repaid,radio/tv,3835,0.0,18 years,2,single,none,9 years,real estate,45,none,own,1,0,1,2341959393.0,yes,unskilled resident,female,9.0,108.0,216.0,domestic appliance,Good,unskilled resident,delayed/repaid,"[45, 53)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[31, 37)","[-15.0, 0.0)"
717,717,0.0,18,repaid,radio/tv,1505,0.0,2 years,4,single,none,3 months,unknown/none,32,none,for free,1,0,1,2346435713.0,yes,mangement self-employed,male,3.0,3.0,24.0,domestic appliance,Good,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[0.0, 1.0)","[16, 19)","[-15.0, 0.0)"
359,359,-31.0,30,repaid,furniture,2406,5.0,5 years,4,single,none,5 years,real estate,23,none,rent,1,1,1,,yes,skilled employee,female,5.0,60.0,60.0,furniture,Bad,skilled employee,delayed/repaid,"[18, 24)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[19, 31)","[-inf, -15.0)"
449,449,190.0,15,delayed,repairs,1512,1525.0,1 years,3,married,none,1 years,building society savings,61,stores,own,2,1,1,,yes,skilled employee,male,1.0,12.0,12.0,Others,Bad,skilled employee,delayed/repaid,"[53, 76)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[10, 16)","[102.0, inf)"
227,227,-13.0,12,repaid,furniture,7865,51.0,16 years,4,single,none,21 years,unknown/none,53,none,for free,1,1,1,2349919504.0,yes,mangement self-employed,male,21.0,252.0,192.0,furniture,Bad,Others,delayed/repaid,"[53, 76)","[240.0, inf)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
950,950,130.0,18,critical,business,3590,61.0,,3,married,none,3 years,other,40,none,own,3,0,2,2340203293.0,yes,unemployed non-resident,male,3.0,36.0,-500.0,Others,Good,Others,critical,"[40, 45)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[16, 19)","[102.0, inf)"
946,946,-34.0,24,fully repaid this bank,furniture,3349,783.0,2 months,4,single,none,10 years,unknown/none,30,none,for free,1,1,2,2341458056.0,yes,skilled employee,male,10.0,120.0,2.0,furniture,Bad,skilled employee,fully repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[155.0, inf)","[19, 31)","[-inf, -15.0)"
796,796,-36.0,18,repaid,car (used),7511,0.0,7 years,1,single,none,21 years,building society savings,51,none,for free,1,1,2,2348109143.0,yes,skilled employee,male,21.0,252.0,84.0,Car,Bad,skilled employee,delayed/repaid,"[45, 53)","[240.0, inf)","[36.0, 84.0)","[0.0, 1.0)","[16, 19)","[-inf, -15.0)"
501,501,-20.0,36,repaid,car (used),5493,51.0,14 years,2,single,none,10 years,unknown/none,42,none,for free,1,0,2,,yes,skilled employee,male,10.0,120.0,168.0,Car,Good,skilled employee,delayed/repaid,"[40, 45)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[31, 37)","[-inf, -15.0)"
464,464,0.0,18,repaid,business,1950,53.0,4 years,4,single,none,,other,34,stores,own,2,0,1,2341006016.0,yes,skilled employee,male,,-500.0,48.0,Others,Good,skilled employee,delayed/repaid,"[34, 40)","[-inf, 2.0)","[36.0, 84.0)","[31.0, 155.0)","[16, 19)","[-15.0, 0.0)"
362,362,656.0,12,delayed,car (new),2247,88.0,1 years,2,single,none,6 months,other,36,stores,own,2,0,1,2342294160.0,yes,skilled employee,female,6.0,6.0,12.0,Car,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[102.0, inf)"
468,468,0.0,33,delayed,business,2764,15.0,1 years,2,single,none,3 months,other,26,none,own,2,0,1,2340038383.0,yes,skilled employee,female,3.0,3.0,12.0,Others,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[31, 37)","[-15.0, 0.0)"
935,935,73.0,30,delayed,radio/tv,1919,353.0,4 months,4,single,none,3 years,unknown/none,30,stores,own,2,1,1,,yes,mangement self-employed,male,3.0,36.0,4.0,domestic appliance,Bad,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[0.0, 102.0)"
428,428,0.0,9,repaid,furniture,1313,89.0,10 years,1,single,none,23 years,other,20,none,own,1,0,1,,yes,skilled employee,male,23.0,276.0,120.0,furniture,Good,skilled employee,delayed/repaid,"[18, 24)","[240.0, inf)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[-15.0, 0.0)"
7,7,169.0,36,repaid,car (used),6948,57.0,2 years,2,single,none,3 months,other,35,none,rent,1,0,1,2349961683.0,yes,mangement self-employed,male,3.0,3.0,24.0,Car,Good,Others,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[31, 37)","[102.0, inf)"
155,155,-45.0,12,repaid,furniture,1282,66.0,2 years,2,single,none,20 years,other,20,none,rent,1,1,1,,yes,skilled employee,female,20.0,240.0,24.0,furniture,Bad,skilled employee,delayed/repaid,"[18, 24)","[132.0, 240.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
541,541,0.0,24,delayed,car (new),2032,71.0,13 years,4,single,none,8 years,unknown/none,60,none,for free,2,0,1,2341912103.0,yes,skilled employee,male,8.0,96.0,156.0,Car,Good,skilled employee,delayed/repaid,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
440,440,0.0,12,repaid,car (new),1884,89.0,9 years,4,single,none,18 years,other,39,none,own,1,0,1,2346616072.0,yes,mangement self-employed,male,18.0,216.0,108.0,Car,Good,Others,delayed/repaid,"[34, 40)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
482,482,-44.0,30,repaid,furniture,3622,14957.0,14 years,4,single,none,6 years,building society savings,57,none,rent,2,0,1,2340881961.0,yes,skilled employee,female,6.0,72.0,168.0,furniture,Good,skilled employee,delayed/repaid,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[19, 31)","[-inf, -15.0)"
422,422,170.0,12,critical,car (new),958,3.0,7 years,2,single,none,2 years,real estate,47,none,own,2,0,2,,yes,unskilled resident,male,2.0,24.0,84.0,Car,Good,unskilled resident,critical,"[45, 53)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[10, 16)","[102.0, inf)"
778,778,0.0,36,critical,car (used),5711,18353.0,8 years,4,single,none,8 months,other,38,none,own,2,0,1,2343142198.0,yes,mangement self-employed,male,8.0,8.0,96.0,Car,Good,Others,critical,"[34, 40)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[31, 37)","[-15.0, 0.0)"
949,949,0.0,24,repaid,radio/tv,3621,475.0,14 years,2,single,none,21 years,other,31,none,own,2,1,1,,yes,skilled employee,male,21.0,252.0,168.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[24, 34)","[240.0, inf)","[84.0, inf)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
334,334,-1.0,24,fully repaid,furniture,4110,9.0,19 years,3,single,none,18 years,unknown/none,23,bank,rent,2,1,2,,yes,skilled employee,male,18.0,216.0,228.0,furniture,Bad,skilled employee,fully repaid,"[18, 24)","[132.0, 240.0)","[84.0, inf)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
576,576,102.0,12,repaid,radio/tv,2930,36.0,7 years,2,single,none,,real estate,27,none,own,1,0,1,,yes,skilled employee,female,,-500.0,84.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[31.0, 155.0)","[10, 16)","[0.0, 102.0)"
934,934,-49.0,12,repaid,radio/tv,1498,26.0,2 years,4,single,none,,other,23,bank,own,1,0,1,,yes,skilled employee,female,,-500.0,24.0,domestic appliance,Good,skilled employee,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[-inf, -15.0)"
567,567,0.0,24,critical,radio/tv,2578,19342.0,15 years,2,single,none,0 months,other,34,none,own,1,0,1,,yes,skilled employee,male,0.0,0.0,180.0,domestic appliance,Good,skilled employee,critical,"[34, 40)","[-inf, 2.0)","[84.0, inf)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
594,594,-8.0,24,fully repaid this bank,others,1358,0.0,13 years,4,single,none,4 years,other,40,stores,own,1,1,1,2349032639.0,yes,mangement self-employed,male,4.0,48.0,156.0,Others,Bad,Others,fully repaid,"[40, 45)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
530,530,127.0,36,repaid,education,2273,57.0,4 years,3,single,none,,other,32,none,own,2,0,2,,yes,skilled employee,male,,-500.0,48.0,education,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[31.0, 155.0)","[31, 37)","[102.0, inf)"
581,581,76.0,12,critical,car (new),3124,6.0,8 months,1,single,none,3 years,real estate,49,bank,own,2,0,2,,yes,unskilled resident,male,3.0,36.0,8.0,Car,Good,unskilled resident,critical,"[45, 53)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[0.0, 102.0)"
707,707,78.0,12,fully repaid,furniture,2969,98.0,3 months,4,single,none,2 years,building society savings,25,none,rent,2,1,1,,yes,skilled employee,female,2.0,24.0,3.0,furniture,Bad,skilled employee,fully repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[10, 16)","[0.0, 102.0)"
448,448,745.0,12,repaid,furniture,1424,0.0,13 years,3,single,none,12 years,real estate,55,none,own,1,0,1,2340204247.0,yes,mangement self-employed,female,12.0,144.0,156.0,furniture,Good,Others,delayed/repaid,"[53, 76)","[132.0, 240.0)","[84.0, inf)","[0.0, 1.0)","[10, 16)","[102.0, inf)"
453,453,0.0,24,repaid,car (used),2670,86.0,19 years,4,single,none,22 years,other,35,none,own,1,0,1,2348455291.0,yes,mangement self-employed,male,22.0,264.0,228.0,Car,Good,Others,delayed/repaid,"[34, 40)","[240.0, inf)","[84.0, inf)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
228,228,0.0,9,repaid,radio/tv,1478,78.0,7 years,4,single,none,11 months,other,22,none,own,1,1,1,,yes,skilled employee,male,11.0,11.0,84.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[18, 24)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[3, 10)","[-15.0, 0.0)"
352,352,0.0,18,critical,car (used),3229,0.0,,2,single,none,10 years,unknown/none,38,none,own,1,0,1,2347934664.0,yes,mangement self-employed,male,10.0,120.0,-500.0,Car,Good,Others,critical,"[34, 40)","[2.0, 132.0)","[-inf, 3.0)","[0.0, 1.0)","[16, 19)","[-15.0, 0.0)"
728,728,118.0,48,fully repaid this bank,business,6416,74.0,10 years,4,single,none,1 years,unknown/none,59,none,rent,1,1,1,,yes,skilled employee,female,1.0,12.0,120.0,Others,Bad,skilled employee,fully repaid,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[37, 73)","[102.0, inf)"
212,212,-25.0,27,fully repaid,business,5293,88.0,,2,single,none,9 years,building society savings,50,stores,own,2,1,1,2342200859.0,yes,skilled employee,male,9.0,108.0,-500.0,Others,Bad,skilled employee,fully repaid,"[45, 53)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[19, 31)","[-inf, -15.0)"
79,79,146.0,30,repaid,furniture,3832,38.0,7 months,2,married,none,,building society savings,22,none,own,1,0,1,,yes,skilled employee,male,,-500.0,7.0,furniture,Good,skilled employee,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
148,148,-29.0,36,critical,furniture,5371,80.0,3 years,3,single,guarantor,1 months,building society savings,28,none,own,2,0,1,,yes,skilled employee,male,1.0,1.0,36.0,furniture,Good,skilled employee,critical,"[24, 34)","[-inf, 2.0)","[24.0, 36.0)","[31.0, 155.0)","[31, 37)","[-inf, -15.0)"
302,302,482.0,24,critical,car (new),1344,0.0,7 years,4,single,none,7 months,real estate,37,bank,own,2,1,2,,yes,unskilled resident,male,7.0,7.0,84.0,Car,Bad,unskilled resident,critical,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[0.0, 1.0)","[19, 31)","[102.0, inf)"
628,628,0.0,42,critical,furniture,4042,806.0,3 years,4,single,none,21 years,real estate,36,none,own,2,0,1,2341826465.0,yes,skilled employee,male,21.0,252.0,36.0,furniture,Good,skilled employee,critical,"[34, 40)","[240.0, inf)","[24.0, 36.0)","[155.0, inf)","[37, 73)","[-15.0, 0.0)"
777,777,-15.0,18,repaid,radio/tv,3509,21.0,6 years,4,single,guarantor,,real estate,25,none,own,1,0,1,,yes,skilled employee,female,,-500.0,72.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[1.0, 31.0)","[16, 19)","[-inf, -15.0)"
506,506,562.0,15,critical,car (used),2360,559.0,3 years,2,single,none,9 months,other,36,none,own,1,0,1,2340163349.0,yes,skilled employee,male,9.0,9.0,36.0,Car,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[24.0, 36.0)","[155.0, inf)","[10, 16)","[102.0, inf)"
342,342,62.0,18,repaid,radio/tv,3213,876.0,6 months,1,married,none,4 years,real estate,25,none,rent,1,0,1,,yes,skilled employee,male,4.0,48.0,6.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[16, 19)","[0.0, 102.0)"
485,485,72.0,6,delayed,car (new),1209,9.0,,4,single,none,9 years,building society savings,47,none,own,1,1,1,2348774440.0,yes,mangement self-employed,male,9.0,108.0,-500.0,Car,Bad,Others,delayed/repaid,"[45, 53)","[2.0, 132.0)","[-inf, 3.0)","[1.0, 31.0)","[3, 10)","[0.0, 102.0)"
711,711,-44.0,6,fully repaid this bank,education,1198,80.0,15 years,4,single,none,8 years,unknown/none,35,none,for free,1,1,1,,yes,skilled employee,female,8.0,96.0,180.0,education,Bad,skilled employee,fully repaid,"[34, 40)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
133,133,0.0,18,repaid,furniture,1984,31.0,1 years,4,single,none,14 years,unknown/none,47,bank,for free,2,0,1,,yes,skilled employee,male,14.0,168.0,12.0,furniture,Good,skilled employee,delayed/repaid,"[45, 53)","[132.0, 240.0)","[3.0, 24.0)","[1.0, 31.0)","[16, 19)","[-15.0, 0.0)"
703,703,175.0,30,delayed,business,2503,283.0,8 years,4,single,none,8 months,building society savings,41,stores,own,2,0,1,,yes,skilled employee,male,8.0,8.0,96.0,Others,Good,skilled employee,delayed/repaid,"[40, 45)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[19, 31)","[102.0, inf)"
